"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"552","Ealing, London","549","Ealing, 00AJ (549)","3/1/2020 - 3/31/2020, Every day, Daily Average",333,219,506
"552","Ealing, London","550","Ealing, 00AJ (550)","3/1/2020 - 3/31/2020, Every day, Daily Average",188,96,367
"552","Ealing, London","551","Camden, 00AG (551)","3/1/2020 - 3/31/2020, Every day, Daily Average",1998,1460,2733
"552","Ealing, London","552","Ealing, 00AJ (552)","3/1/2020 - 3/31/2020, Every day, Daily Average",178,90,350
"552","Ealing, London","553","Ealing, 00AJ (553)","3/1/2020 - 3/31/2020, Every day, Daily Average",286,165,493
"552","Ealing, London","554","Ealing, 00AJ (554)","3/1/2020 - 3/31/2020, Every day, Daily Average",524,389,705
"552","Ealing, London","555","Ealing, 00AJ (555)","3/1/2020 - 3/31/2020, Every day, Daily Average",863,639,1165
"552","Ealing, London","556","Ealing, 00AJ (556)","3/1/2020 - 3/31/2020, Every day, Daily Average",686,470,1000
"552","Ealing, London","557","Ealing, 00AJ (557)","3/1/2020 - 3/31/2020, Every day, Daily Average",382,245,595
"552","Ealing, London","558","Ealing, 00AJ (558)","3/1/2020 - 3/31/2020, Every day, Daily Average",990,726,1349
"552","Ealing, London","559","Ealing, 00AJ (559)","3/1/2020 - 3/31/2020, Every day, Daily Average",202,100,407
"552","Ealing, London","560","Ealing, 00AJ (560)","3/1/2020 - 3/31/2020, Every day, Daily Average",302,176,515
"552","Ealing, London","561","Ealing, 00AJ (561)","3/1/2020 - 3/31/2020, Every day, Daily Average",707,503,992
"552","Ealing, London","562","Harrow, 00AQ (562)","3/1/2020 - 3/31/2020, Every day, Daily Average",1114,871,1424
"552","Ealing, London","563","Harrow, 00AQ (563)","3/1/2020 - 3/31/2020, Every day, Daily Average",972,735,1285
"552","Ealing, London","564","Harrow, 00AQ (564)","3/1/2020 - 3/31/2020, Every day, Daily Average",1032,726,1465
"552","Ealing, London","565","Harrow, 00AQ (565)","3/1/2020 - 3/31/2020, Every day, Daily Average",994,792,1247
"552","Ealing, London","567","Camden, 00AG (567)","3/1/2020 - 3/31/2020, Every day, Daily Average",1674,1235,2267
"552","Ealing, London","572","Camden, 00AG (572)","3/1/2020 - 3/31/2020, Every day, Daily Average",2351,1723,3207
"552","Ealing, London","573","Camden, 00AG (573)","3/1/2020 - 3/31/2020, Every day, Daily Average",2122,1529,2943
"552","Ealing, London","586","Ealing, 00AJ (586)","3/1/2020 - 3/31/2020, Every day, Daily Average",522,354,768
"552","Ealing, London","587","Ealing, 00AJ (587)","3/1/2020 - 3/31/2020, Every day, Daily Average",234,92,594
"552","Ealing, London","588","Ealing, 00AJ (588)","3/1/2020 - 3/31/2020, Every day, Daily Average",226,97,523
"552","Ealing, London","589","Ealing, 00AJ (589)","3/1/2020 - 3/31/2020, Every day, Daily Average",473,307,726
"552","Ealing, London","590","Ealing, 00AJ (590)","3/1/2020 - 3/31/2020, Every day, Daily Average",688,470,1006
"552","Ealing, London","591","Ealing, 00AJ (591)","3/1/2020 - 3/31/2020, Every day, Daily Average",537,375,767
"552","Ealing, London","592","Ealing, 00AJ (592)","3/1/2020 - 3/31/2020, Every day, Daily Average",641,449,914
"552","Ealing, London","593","Ealing, 00AJ (593)","3/1/2020 - 3/31/2020, Every day, Daily Average",1168,888,1535
"552","Ealing, London","594","Ealing, 00AJ (594)","3/1/2020 - 3/31/2020, Every day, Daily Average",997,754,1317
"552","Ealing, London","595","Ealing, 00AJ (595)","3/1/2020 - 3/31/2020, Every day, Daily Average",493,341,711
"552","Ealing, London","597","Enfield, 00AK (597)","3/1/2020 - 3/31/2020, Every day, Daily Average",2402,2000,2884
"552","Ealing, London","599","Enfield, 00AK (599)","3/1/2020 - 3/31/2020, Every day, Daily Average",2225,1885,2625
"552","Ealing, London","633","Hackney, 00AM (633)","3/1/2020 - 3/31/2020, Every day, Daily Average",2243,1545,3256
"552","Ealing, London","637","Hackney, 00AM (637)","3/1/2020 - 3/31/2020, Every day, Daily Average",3173,2445,4116
"552","Ealing, London","640","Hammersmith and Fulham, 00AN (640)","3/1/2020 - 3/31/2020, Every day, Daily Average",1075,751,1537
"552","Ealing, London","646","Hackney, 00AM (646)","3/1/2020 - 3/31/2020, Every day, Daily Average",2302,1729,3063
"552","Ealing, London","647","Hammersmith and Fulham, 00AN (647)","3/1/2020 - 3/31/2020, Every day, Daily Average",811,568,1157
"552","Ealing, London","655","Hillingdon, 00AS (655)","3/1/2020 - 3/31/2020, Every day, Daily Average",1239,1028,1491
"552","Ealing, London","656","Hillingdon, 00AS (656)","3/1/2020 - 3/31/2020, Every day, Daily Average",1451,1088,1934
"552","Ealing, London","657","Hillingdon, 00AS (657)","3/1/2020 - 3/31/2020, Every day, Daily Average",1139,940,1378
"552","Ealing, London","658","Hillingdon, 00AS (658)","3/1/2020 - 3/31/2020, Every day, Daily Average",1422,1092,1850
"552","Ealing, London","659","Hillingdon, 00AS (659)","3/1/2020 - 3/31/2020, Every day, Daily Average",1005,764,1321
"552","Ealing, London","660","Hillingdon, 00AS (660)","3/1/2020 - 3/31/2020, Every day, Daily Average",1239,975,1573
