"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"573","Camden, 00AG (573)","156","Hackney, 00AM (156)","3/1/2020 - 3/31/2020, Every day, Daily Average",1101,827,1464
"573","Camden, 00AG (573)","157","Hackney, 00AM (157)","3/1/2020 - 3/31/2020, Every day, Daily Average",907,654,1256
"573","Camden, 00AG (573)","158","Hammersmith and Fulham, 00AN (158)","3/1/2020 - 3/31/2020, Every day, Daily Average",1167,844,1611
"573","Camden, 00AG (573)","159","Hammersmith and Fulham, 00AN (159)","3/1/2020 - 3/31/2020, Every day, Daily Average",1724,1294,2295
"573","Camden, 00AG (573)","160","Hammersmith and Fulham, 00AN (160)","3/1/2020 - 3/31/2020, Every day, Daily Average",1549,1153,2079
"573","Camden, 00AG (573)","161","Hammersmith and Fulham, 00AN (161)","3/1/2020 - 3/31/2020, Every day, Daily Average",1824,1327,2505
"573","Camden, 00AG (573)","162","Haringey, 00AP (162)","3/1/2020 - 3/31/2020, Every day, Daily Average",1979,1494,2620
"573","Camden, 00AG (573)","163","Haringey, 00AP (163)","3/1/2020 - 3/31/2020, Every day, Daily Average",2240,1616,3103
"573","Camden, 00AG (573)","164","Haringey, 00AP (164)","3/1/2020 - 3/31/2020, Every day, Daily Average",2261,1628,3139
"573","Camden, 00AG (573)","165","Haringey, 00AP (165)","3/1/2020 - 3/31/2020, Every day, Daily Average",2061,1520,2792
"573","Camden, 00AG (573)","166","Haringey, 00AP (166)","3/1/2020 - 3/31/2020, Every day, Daily Average",2031,1527,2701
"573","Camden, 00AG (573)","167","Haringey, 00AP (167)","3/1/2020 - 3/31/2020, Every day, Daily Average",2081,1565,2765
"573","Camden, 00AG (573)","168","Haringey, 00AP (168)","3/1/2020 - 3/31/2020, Every day, Daily Average",1871,1412,2479
"573","Camden, 00AG (573)","169","Haringey, 00AP (169)","3/1/2020 - 3/31/2020, Every day, Daily Average",1956,1472,2598
"573","Camden, 00AG (573)","170","Haringey, 00AP (170)","3/1/2020 - 3/31/2020, Every day, Daily Average",1908,1474,2469
"573","Camden, 00AG (573)","171","Haringey, 00AP (171)","3/1/2020 - 3/31/2020, Every day, Daily Average",1842,1395,2431
"573","Camden, 00AG (573)","172","Haringey, 00AP (172)","3/1/2020 - 3/31/2020, Every day, Daily Average",1938,1458,2575
"573","Camden, 00AG (573)","173","Haringey, 00AP (173)","3/1/2020 - 3/31/2020, Every day, Daily Average",1650,1226,2219
