"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"603","Enfield, UK","605","Enfield, 00AK (605)","3/1/2020 - 3/31/2020, Every day, Daily Average",139,50,379
"603","Enfield, UK","606","Enfield, 00AK (606)","3/1/2020 - 3/31/2020, Every day, Daily Average",518,365,733
"603","Enfield, UK","609","Hackney, 00AM (609)","3/1/2020 - 3/31/2020, Every day, Daily Average",1866,1474,2361
"603","Enfield, UK","633","Hackney, 00AM (633)","3/1/2020 - 3/31/2020, Every day, Daily Average",1617,1269,2059
"603","Enfield, UK","634","Hackney, 00AM (634)","3/1/2020 - 3/31/2020, Every day, Daily Average",1911,1184,3082
"603","Enfield, UK","635","Hackney, 00AM (635)","3/1/2020 - 3/31/2020, Every day, Daily Average",1938,1506,2492
"603","Enfield, UK","636","Hackney, 00AM (636)","3/1/2020 - 3/31/2020, Every day, Daily Average",1817,1410,2341
"603","Enfield, UK","637","Hackney, 00AM (637)","3/1/2020 - 3/31/2020, Every day, Daily Average",2096,1637,2682
"603","Enfield, UK","646","Hackney, 00AM (646)","3/1/2020 - 3/31/2020, Every day, Daily Average",2489,2002,3093
"603","Enfield, UK","668","Haringey, 00AP (668)","3/1/2020 - 3/31/2020, Every day, Daily Average",1049,824,1333
"603","Enfield, UK","670","Haringey, 00AP (670)","3/1/2020 - 3/31/2020, Every day, Daily Average",1544,1208,1972
"603","Enfield, UK","671","Haringey, 00AP (671)","3/1/2020 - 3/31/2020, Every day, Daily Average",1196,965,1481
"603","Enfield, UK","692","Haringey, 00AP (692)","3/1/2020 - 3/31/2020, Every day, Daily Average",1085,826,1424
"603","Enfield, UK","697","Haringey, 00AP (697)","3/1/2020 - 3/31/2020, Every day, Daily Average",1116,860,1447
"603","Enfield, UK","698","Haringey, 00AP (698)","3/1/2020 - 3/31/2020, Every day, Daily Average",1212,934,1572
"603","Enfield, UK","699","Haringey, 00AP (699)","3/1/2020 - 3/31/2020, Every day, Daily Average",1321,1003,1738
"603","Enfield, UK","703","Haringey, 00AP (703)","3/1/2020 - 3/31/2020, Every day, Daily Average",1965,1584,2436
"603","Enfield, UK","704","Haringey, 00AP (704)","3/1/2020 - 3/31/2020, Every day, Daily Average",1920,1500,2457
"603","Enfield, UK","739","Islington, 00AU (739)","3/1/2020 - 3/31/2020, Every day, Daily Average",1874,1526,2300
"603","Enfield, UK","740","Islington, 00AU (740)","3/1/2020 - 3/31/2020, Every day, Daily Average",2066,1690,2524
"603","Enfield, UK","741","Islington, 00AU (741)","3/1/2020 - 3/31/2020, Every day, Daily Average",2076,1702,2530
"603","Enfield, UK","742","Islington, 00AU (742)","3/1/2020 - 3/31/2020, Every day, Daily Average",1814,1410,2333
"603","Enfield, UK","743","Islington, 00AU (743)","3/1/2020 - 3/31/2020, Every day, Daily Average",1665,1326,2090
"603","Enfield, UK","744","Islington, 00AU (744)","3/1/2020 - 3/31/2020, Every day, Daily Average",1916,1488,2466
"603","Enfield, UK","747","Islington, 00AU (747)","3/1/2020 - 3/31/2020, Every day, Daily Average",2039,1570,2647
"603","Enfield, UK","748","Islington, 00AU (748)","3/1/2020 - 3/31/2020, Every day, Daily Average",1959,1523,2518
"603","Enfield, UK","749","Islington, 00AU (749)","3/1/2020 - 3/31/2020, Every day, Daily Average",2173,1742,2709
"603","Enfield, UK","751","Islington, 00AU (751)","3/1/2020 - 3/31/2020, Every day, Daily Average",2237,1784,2804
"603","Enfield, UK","752","Islington, 00AU (752)","3/1/2020 - 3/31/2020, Every day, Daily Average",2126,1641,2753
"603","Enfield, UK","754","Islington, 00AU (754)","3/1/2020 - 3/31/2020, Every day, Daily Average",2568,1981,3327
"603","Enfield, UK","768","Islington, 00AU (768)","3/1/2020 - 3/31/2020, Every day, Daily Average",2820,2196,3620
"603","Enfield, UK","805","Newham, 00BB (805)","3/1/2020 - 3/31/2020, Every day, Daily Average",1622,1269,2071
"603","Enfield, UK","813","Newham, 00BB (813)","3/1/2020 - 3/31/2020, Every day, Daily Average",2053,1602,2630
"603","Enfield, UK","815","Newham, 00BB (815)","3/1/2020 - 3/31/2020, Every day, Daily Average",1683,1373,2062
"603","Enfield, UK","826","Redbridge, 00BC (826)","3/1/2020 - 3/31/2020, Every day, Daily Average",1517,1058,2175
"603","Enfield, UK","830","Redbridge, 00BC (830)","3/1/2020 - 3/31/2020, Every day, Daily Average",1544,1110,2146
"603","Enfield, UK","833","Redbridge, 00BC (833)","3/1/2020 - 3/31/2020, Every day, Daily Average",1587,1199,2099
"603","Enfield, UK","892","Westminster, 00BK (892)","3/1/2020 - 3/31/2020, Every day, Daily Average",2513,1953,3233
"603","Enfield, UK","893","Westminster, 00BK (893)","3/1/2020 - 3/31/2020, Every day, Daily Average",2339,1854,2950
"603","Enfield, UK","896","Redbridge, 00BC (896)","3/1/2020 - 3/31/2020, Every day, Daily Average",1298,1015,1658
"603","Enfield, UK","932","Tower Hamlets, 00BG (932)","3/1/2020 - 3/31/2020, Every day, Daily Average",2120,1842,2438
"603","Enfield, UK","944","Waltham Forest, 00BH (944)","3/1/2020 - 3/31/2020, Every day, Daily Average",947,645,1389
"603","Enfield, UK","945","Waltham Forest, 00BH (945)","3/1/2020 - 3/31/2020, Every day, Daily Average",1035,725,1476
"603","Enfield, UK","948","Waltham Forest, 00BH (948)","3/1/2020 - 3/31/2020, Every day, Daily Average",1288,899,1845
"603","Enfield, UK","949","Waltham Forest, 00BH (949)","3/1/2020 - 3/31/2020, Every day, Daily Average",1109,828,1484
"603","Enfield, UK","950","Waltham Forest, 00BH (950)","3/1/2020 - 3/31/2020, Every day, Daily Average",1190,875,1617
"603","Enfield, UK","951","Waltham Forest, 00BH (951)","3/1/2020 - 3/31/2020, Every day, Daily Average",1182,829,1683
"603","Enfield, UK","952","Waltham Forest, 00BH (952)","3/1/2020 - 3/31/2020, Every day, Daily Average",1158,883,1518
"603","Enfield, UK","953","Waltham Forest, 00BH (953)","3/1/2020 - 3/31/2020, Every day, Daily Average",1236,978,1560
"603","Enfield, UK","954","Waltham Forest, 00BH (954)","3/1/2020 - 3/31/2020, Every day, Daily Average",1330,1034,1709
"603","Enfield, UK","964","Waltham Forest, 00BH (964)","3/1/2020 - 3/31/2020, Every day, Daily Average",1733,1362,2203
"603","Enfield, UK","974","Westminster, 00BK (974)","3/1/2020 - 3/31/2020, Every day, Daily Average",2479,1964,3128
"603","Enfield, UK","976","Westminster, 00BK (976)","3/1/2020 - 3/31/2020, Every day, Daily Average",2586,2090,3198
"603","Enfield, UK","977","Westminster, 00BK (977)","3/1/2020 - 3/31/2020, Every day, Daily Average",2675,2221,3221
